Subject Area Name,Subject Acronym,Class Number,Class Name
Linguistics,LING ,110G,Introduction to Historical Linguistics for Graduate Students
Linguistics,LING ,111,Intonation
Linguistics,LING ,114,American Indigenous Linguistics
Linguistics,LING ,115,Linguistics and Speech Pathology
Linguistics,LING ,M116,Introduction to Japanese Linguistics
Linguistics,LING ,119A,Applied Phonology
Linguistics,LING ,120A,Phonology I
Linguistics,LING ,120B,Syntax I
Linguistics,LING ,120C,Semantics I
Linguistics,LING ,127,Syntactic Typology and Universals
Linguistics,LING ,C128A,Romance Syntax: French
Linguistics,LING ,C128B,Romance Syntax: French
Linguistics,LING ,130,Language Development
Linguistics,LING ,132,Language Processing
Linguistics,LING ,C135,Neurolinguistics
Linguistics,LING ,C140,Bilingualism and Second Language Acquisition
Linguistics,LING ,M141,Current Methods of Language Teaching
Linguistics,LING ,144,Fundamentals of Translation and Interpreting
Linguistics,LING ,M146,Language in Culture
Linguistics,LING ,M150,Introduction to Indo-European Linguistics
Linguistics,LING ,160,Field Methods
Linguistics,LING ,161,Language Documentation
Linguistics,LING ,165A,Phonology II
Linguistics,LING ,165B,Syntax II
Linguistics,LING ,165C,Semantics II
Linguistics,LING ,170,Language and Society: Introduction to Sociolinguistics
Linguistics,LING ,175,Linguistic Change in English  
Linguistics,LING ,M176A,Japanese Phonology and Morphology
Linguistics,LING ,M176B,Structure of Japanese
Linguistics,LING ,M177,Structure of Korean
Linguistics,LING ,M178,Contrastive Analysis of Japanese and Korean
Linguistics,LING ,180,Mathematical Structures in Language I
Linguistics,LING ,185A,Computational Linguistics I
Linguistics,LING ,185B,Computational Linguistics II
Linguistics,LING ,188SA,Individual Studies for USIE Facilitators
Linguistics,LING ,188SB,Individual Studies for USIE Facilitators
Linguistics,LING ,188SC,Individual Studies for USIE Facilitators
Linguistics,LING ,189,Advanced Honors Seminars
Linguistics,LING ,189HC,Honors Contracts
Linguistics,LING ,191A,Variable Topics Research Seminars: Linguistics
Linguistics,LING ,191B,Variable Topics Research Seminars: Linguistics
Linguistics,LING ,192A,Undergraduate Practicum in Linguistics
Linguistics,LING ,192B,Undergraduate Practicum in Linguistics
Linguistics,LING ,194,Research Group Seminars: Laboratory Research in Linguistics
Linguistics,LING ,195,Community or Corporate Internships in Linguistics
Linguistics,LING ,197,Individual Studies in Linguistics
Linguistics,LING ,198A,Honors Research in Linguistics I
Linguistics,LING ,198B,Honors Research in Linguistics II
Linguistics,LING ,199,Directed Research or Senior Project in Linguistics
Linguistics,LING ,200A,Phonological Theory I
Linguistics,LING ,200B,Syntactic Theory I
Linguistics,LING ,200C,Semantic Theory I
Linguistics,LING ,201A,Phonological Theory II
Linguistics,LING ,201B,Syntactic Theory II
Linguistics,LING ,201C,Semantic Theory II
Linguistics,LING ,202,Language Change
Linguistics,LING ,203,Phonetic Theory
Linguistics,LING ,204A,Experimental Phonetics
Linguistics,LING ,204B,Speech Production
Linguistics,LING ,204C,Speech Perception
Linguistics,LING ,205,Morphological Theory
Linguistics,LING ,207,Pragmatic Theory
Linguistics,LING ,208,Mathematical Structures in Language I
Linguistics,LING ,209A,Computational Linguistics I
Linguistics,LING ,209B,Computational Linguistics II
Linguistics,LING ,209C,Computational Semantics
Linguistics,LING ,210A,Field Methods I  
Linguistics,LING ,210B,Field Methods II  
Linguistics,LING ,211,Intonation
Linguistics,LING ,212,Learnability Theory
Linguistics,LING ,213A,Grammatical Development
Linguistics,LING ,213B,Brain Bases for Language
Linguistics,LING ,213C,Linguistic Processing
Linguistics,LING ,214,Survey of Current Syntactic Theories
Linguistics,LING ,215,Syntactic Typology
Linguistics,LING ,216,Syntactic Theory III
Linguistics,LING ,216,Syntactic Theory III (Effective Spring 2021 )
Linguistics,LING ,217,Experimental Phonology
Linguistics,LING ,218,Mathematical Structures in Language II
Linguistics,LING ,219,Phonological Theory III
Linguistics,LING ,219,Phonological Theory III (Effective Spring 2021 )
Linguistics,LING ,220,Linguistic Areas  
Linguistics,LING ,222,Semantic Theory III
Linguistics,LING ,225,Linguistic Structures
Linguistics,LING ,C228A,Romance Syntax: French
Linguistics,LING ,C228B,Romance Syntax: French
Linguistics,LING ,230,History of Linguistics  
Linguistics,LING ,232,Language Processing
Linguistics,LING ,233,Language Development
Linguistics,LING ,C235,Neurolinguistics
Linguistics,LING ,236,Computational Phonology
Linguistics,LING ,M238,Analyzing Historical Texts
Linguistics,LING ,239,Research Design and Statistical Methods
Linguistics,LING ,C244,Bilingualism and Second Language Acquisition
Linguistics,LING ,251A,Topics in Phonetics and Phonology
Linguistics,LING ,251B,Topics in Phonetics and Phonology
Linguistics,LING ,252A,Topics in Syntax and Semantics
Linguistics,LING ,252B,Topics in Syntax and Semantics
Linguistics,LING ,253A,Topics in Language Variation
Linguistics,LING ,253B,Topics in Language Variation
Linguistics,LING ,254A,Topics in Linguistics
Linguistics,LING ,254B,Topics in Linguistics
Linguistics,LING ,260A,Seminar: Phonetics  
Linguistics,LING ,260B,Seminar: Phonetics  
Linguistics,LING ,260C,Seminar: Phonetics  
Linguistics,LING ,261A,Seminar: Phonology  
Linguistics,LING ,261B,Seminar: Phonology  
Linguistics,LING ,261C,Seminar: Phonology  
Linguistics,LING ,262A,Syntax Seminar
Linguistics,LING ,262B,Syntax Seminar
Linguistics,LING ,262C,Syntax Seminar
Linguistics,LING ,263,Seminar: Semantics
Linguistics,LING ,264A,Seminar: Psycholinguistics/Neurolinguistics
Linguistics,LING ,264B,Seminar: Psycholinguistics/Neurolinguistics
Linguistics,LING ,264C,Seminar: Psycholinguistics/Neurolinguistics
Linguistics,LING ,265A,American Indian Linguistics Seminar
Linguistics,LING ,265B,American Indian Linguistics Seminar
Linguistics,LING ,265C,American Indian Linguistics Seminar
Linguistics,LING ,266,Seminar: Sociolinguistics
Linguistics,LING ,275,Linguistics Colloquium
Linguistics,LING ,276,Linguistics Colloquium  
Linguistics,LING ,375,Teaching Apprentice Practicum
Linguistics,LING ,403,Practical Phonetics Training  
Linguistics,LING ,411A,Research Orientation  
Linguistics,LING ,411B,Research Orientation  
Linguistics,LING ,422,Practicum: Phonetic Data Analysis  
Linguistics,LING ,444,MA Thesis Preparation Seminar
Linguistics,LING ,495,College Teaching of Linguistics
Linguistics,LING ,501,Cooperative Program  
Linguistics,LING ,596A,Directed Studies  
Linguistics,LING ,596B,Directed Linguistic Analysis  
Linguistics,LING ,597,Preparation for MA Comprehensive and PhD Qualifying Examinations
Linguistics,LING ,598,Research for MA Thesis
Linguistics,LING ,599,Research for PhD Dissertation
Law ,,100,Contracts
Law ,,101,Introduction to Legal Analysis
Law ,,108A,Lawyering Skills
Law ,,108B,Lawyering Skills
Law ,,111,Introduction to American Law
Law ,,112,Private Law
Law ,,113,The Modern Regulatory State
Law ,,114,Legal Communication and Analysis
Law ,,115,Business Law for Non Lawyers
Law ,,116,The American Dispute Resolution System
Law ,,119,Master of Legal Studies Capstone
Law ,,120,Criminal Law
Law ,,130,Property
Law ,,140,Torts
Law ,,145,Civil Procedure
Law ,,148,Constitutional Law I
Law ,,150A,First Year Epstein Program Workshop
Law ,,150B,First Year Epstein Program Workshop
Law ,,155,Lawyer-Client Relationship
Law ,,160,Lawyering in the Real World
Law ,,165,MODES OF LEGAL INQUIRY
Law ,,199,Academic Support
Law ,,200,Separation of Powers
Law ,,201,Constitutional Law II
Law ,,202,Constitutional Criminal Procedure
Law ,,204,Arbitration Law
Law ,,205,Wills and Trusts
Law ,,207,Community Property
Law ,,208,Taxation of Property Transactions
Law ,,209,Real Estate Finance Law
Law ,,210,Complex Litigation
Law ,,211,Evidence
Law ,,212,Federal Courts
Law ,,213,Advertising and E-Commerce Law
Law ,,214,Civil Rights
Law ,,216,Administrative Law
Law ,,217,Introduction to Legal Philosophy
Law ,,219,Tax Practice
Law ,,220,Introduction to Federal Income Tax
Law ,,222,Estate and Gift Tax
Law ,,223,Corporate Taxation Policy
Law ,,224,U.S
Law ,,228,Mergers and Acquisitions
Law ,,229,Tax and Development
Law ,,230,Business Associations
Law ,,231,Advanced Corporation Law
Law ,,232,Cybersecurity Law and Policy
Law ,,234,Accounting for Lawyers
Law ,,236,Securities Regulation
Law ,,238,Executive Compensation
Law ,,239,Elements of Economic Organization
Law ,,240,Antitrust Law I
Law ,,242,Insurance Law
Law ,,M243A,"High School Reform: Persisting Failure, Urgent Challenges"
Law ,,M243B,"High School Reform: Persisting Failure, Urgent Challenges"
Law ,,244,Television Law
Law ,,245,Drug and Medical Device Law
Law ,,247,Introduction to Law and Economics
Law ,,248,Business Bankruptcy
Law ,,249,Tax Aspects of Mergers & Acquisitions
Law ,,250,Secured Transactions
Law ,,251,Business Strategy and Corporate Governance
Law ,,252,Business Torts
Law ,,255,Mergers and Acquisitions Due Diligence
Law ,,256,Employment Law Survey
Law ,,257,Transition to Practice
Law ,,258,"Professional Responsibility Issues in Sophisticated Business Transactions, Litigations, and Reorganizations"
Law ,,259,International Commercial Arbitration
Law ,,260,Labor Law
Law ,,261,Employment Law
Law ,,263,Employment Discrimination Law
Law ,,266,Critical Race Theory
Law ,,267,Federal Indian Law I
Law ,,269,National Security Law
Law ,,270,Public International Law
Law ,,271,International Business Transactions
Law ,,272,International Trade Law
Law ,,273,International Human Rights Law
Law ,,274,Trademark Law
Law ,,277,Comparative Constitutional Law
Law ,,278,Comparative Law
Law ,,279,Empirical Legal Studies: Theory and Methods
Law ,,282,Education and the Law
Law ,,285,Local Government Law
Law ,,286,Land use
Law ,,M287,Urban Housing
Law ,,290,Environmental Law
Law ,,291,Taxation of Business Enterprises
Law ,,292,Water Law
Law ,,293,Public Natural Resources Law and Policy
Law ,,295,Advanced Criminal Procedure
Law ,,298,International and Transnational Criminal Law
Law ,,299,Federal Criminal Law Enforcement
Law ,,300,Remedies
Law ,,301,Art & Cultural Property Law
Law ,,302,Copyright Law
Law ,,303,Music Industry Law
Law ,,304,International IP
Law ,,305,Entertainment Law
Law ,,306,Patent Law
Law ,,307,Intellectual Property Law
Law ,,308,Animals and the Law
Law ,,312,Professional Responsibility
Law ,,313,Conflict of Laws
Law ,,314,Issues in Legal Philosophy: Free Speech
Law ,,315,Asian American Jurisprudence
Law ,,316,Disability Law
Law ,,317,Family Law
Law ,,318,Law and Sexuality
Law ,,319,Election Law
Law ,,321,Legislation and Regulation
Law ,,322,Taxation and Distributive Justice
Law ,,324,Philosophy of Law
Law ,,325,Public Benefits Law & Antipoverty Policy
Law ,,326,Health Law & Policy
Law ,,327,Communications Law & Policy
Law ,,328,Sports and the Law
Law ,,329,Women and the Law
Law ,,330,Voting Rights
Law ,,331,Immigration Law
Law ,,332,Immigrants' Rights
Law ,,335,Religious Legal Systems: Jewish Law
Law ,,336,Legal Philosophy Meets the Israeli Legal System
Law ,,338,Islamic Jurisprudence (Sharia Law)
Law ,,340,Individual Research
Law ,,341A,Yearlong Individual Research
Law ,,341B,Yearlong Individual Research
Law ,,343,Complex Financial Transactions
Law ,,345,Individual Project
Law ,,346A,Individual Project
Law ,,346B,Individual Project
Law ,,348,European Union Law
Law ,,349,Foundations of Jewish Ethics
Law ,,350,"Energy Law, Policy, and Climate Change"
Law ,,351,California Civil Procedure
Law ,,352,Chinese Legal Theory
Law ,,356,Doing Business in China
Law ,,357,Law and Practice with the Hollywood Guilds
Law ,,358,Financial Analysis
Law ,,360,"Environmental Policy for Science, Engineering & Law"
Law ,,361,Environmental Policy and Politics
Law ,,362,Investment Companies & Investment Advisors
Law ,,363,Tax-Exempt Organizations: Law and Practice
Law ,,364,Motion Picture Distribution
Law ,,365,ADVANCED CRIMINAL LAW
Law ,,367,Law and Terrorism
Law ,,369,Anti-Terrorism and Criminal Enforcement
Law ,,370,International Finance
Law ,,372,Motion Picture Financing Transactions
Law ,,375,Latinos and the Law
Law ,,376,Law and Dissent
Law ,,379,Work and Gender
Law ,,380,State & Local Tax
Law ,,M382,Federal Indian Law II: Advanced Topics in Indian Law
Law ,,383,Political Asylum and Refugee Law
Law ,,386,Digital Technologies and the Constitution
Law ,,389,Prison Law and Policy
Law ,,390,Advanced Estate Planning
Law ,,391,Venture Capital & the Start-Up Company
Law ,,392,Lifecycle of a Corporation
Law ,,393,Written Legal Analysis
Law ,,394,Quantitative Methods in the Law
Law ,,396,International & Foreign Legal Research
Law ,,397,Advanced Legal Research
Law ,,399,Advanced Real Estate Transactions
Law ,,401,Animal Law Selected Topics
Law ,,403,Contracts for Foreign Lawyers - LLM
Law ,,406,"Legal Research, Writing, and Analysis for LLMs"
Law ,,407,Intellectual Property: Law and Strategy
Law ,,408,Civil Rights Litigation
Law ,,409,Leadership and the Law
Law ,,410,Dynamics of Contemporary Civil Litigation
Law ,,411,Expert and Scientific Evidence
Law ,,412,Law and Neuroscience
Law ,,413,Advanced U.S
Law ,,414,Financial Institution Compliance
Law ,,416,Supreme Court of the United States
Law ,,417,Special Topics in Family Law: Children of LGBT Parents
Law ,,418,Contemporary Philosophy of Law: The Cutting Edge
Law ,,419,Real Estate Transactions
Law ,,420,Statutory Interpretation
Law ,,421,Cross Border Intellectual Property Litigation
Law ,,422,Feminist Legal Theory: Public Violence and Private Violence
Law ,,424,Restitution and Unjust Enrichment
Law ,,425,Securities Litigation
Law ,,426,Transition to Small and Mid-Sized Practice
Law ,,427,The Law & Your Life: Aligning Personal Values with the Practice of Law/Fundamentals of Professional Development
Law ,,428,Persuasion: The Science and Art of Effective Influence
Law ,,429,Capital Punishment in America
Law ,,430,Immigration Law and Crimes
Law ,,431,Immigration Court Practice
Law ,,432,International and Comparative Sports Law
Law ,,433,"Income Taxation of Entertainers, Athletes, and Artists"
Law ,,434,Accounting and Financial Skills for Lawyers
Law ,,435,Law and Entrepreneurship
Law ,,436,International Migration
Law ,,437,Telecommunications Regulation
Law ,,438,International Environmental Law and Policy
Law ,,439,Cannabis Law and Regulation
Law ,,440,Introduction to Food Law and Policy
Law ,,441,Elder Law
Law ,,442,Public Health Law and Policy
Law ,,443,Comparative Environmental Law and Policy
Law ,,445,"Social Entrepreneurship, Housing and Sustainability"
Law ,,446,Entrepreneurship and Venture Initiation
Law ,,447,Corporate Finance: Securities Markets and Corporate Value
Law ,,448,"Reentry, Work and Race"
Law ,,451,Spanish for Lawyers
Law ,,452,Class Actions
Law ,,454,Civil Procedure in Practice - Problems and Reforms
Law ,,455,"Politics, Policy and Congress: 40 Years as a U.S"
Law ,,457,Comparative Governance and Constitutional Rights
Law ,,458,Law of the Sea
Law ,,463,Regional Human Rights Protection
Law ,,464,Human Trafficking
Law ,,465,Prospects for International Justice
Law ,,467,Human Rights Beyond Borders
Law ,,468,China in the International Legal Order
Law ,,469,Comparative Corporate Law
Law ,,470,American Law in a Global Context
Law ,,473,Advanced Written Advocacy Workshop
Law ,,474,Advanced Oral Argumentation Workshop
Law ,,475,U.S
Law ,,480,Motion Picture / Television Special Issues
Law ,,481,"Entertainment, Ethics & Peacemaking"
Law ,,483,"Privacy, Data and Technology"
Law ,,484,Information Privacy & Data Collection
Law ,,489,Future Law
Law ,,490,Renewable Energy Project Finance
Law ,,491,Transactional Lawyering: A Competitive Approach
Law ,,492,Writing For Practice
Law ,,500,Constitutional Law Theory
Law ,,501,Tax Policy: Tax & Democracy
Law ,,502,Copyright Intensive
Law ,,503,Current Topics in Criminal Law
Law ,,504,"Law, Technology and Society"
Law ,,506,Corporate Law & Securities Regulations
Law ,,507,Labor and Social Policy
Law ,,508,Introduction to Food Law and Policy
Law ,,509,"Indigenous Peoples, Sustainability and Climate Change"
Law ,,510,Rebellious Lawyering Workshop & Speaker Series
Law ,,511,Social Media and the Future of Democracy
Law ,,512,Health Law and Policy Colloquium
Law ,,513,Topics in California Environmental Law
Law ,,514,Cultural Property Law
Law ,,515,Seminar: Redesigning the Administrative State
Law ,,516,International Justice Debates in Context
Law ,,517,Taxation and Development
Law ,,520,Corporate Law Policy
Law ,,521,Seminar: Topics in Corporate Governance
Law ,,522,Land Disposition and Displacement
Law ,,523,International Human Rights Colloquium
Law ,,524,"Legal Philosophy: Children's Rights, Parental Rights and Circumcision"
Law ,,525,Seminar: Patent Intensive
Law ,,526,"Housing Segregation, Housing Discrimination & the Evolution of Public Policy"
Law ,,527,Natural Resources Law
Law ,,528,Tribal Legal Systems
Law ,,529,Criminal Responsibility and the Adult/Juvenile Distinction
Law ,,531,Philosophy of Contract Law
Law ,,532,Youth and Justice
Law ,,535,Negotiation & Conflict Resolution Workshop
Law ,,536,"Prop 13: Law, History, and Politics"
Law ,,537,Low Wage Workers
Law ,,538,Disability Rights
Law ,,539,"Disability Law, Community, and Identity"
Law ,,540,Advanced Legal Writing
Law ,,541,Seminar: Problem Solving in the Public Interest
Law ,,542,Comparative Sexual Orientation Law
Law ,,543,Seminar: Colloquium on Tax Policy and Public Finance
Law ,,545,Suing the Police
Law ,,546A,"Colloquium: Entertainment, Media, and Intellectual Property"
Law ,,546B,"Seminar: Entertainment, Media, and Intellectual Property Colloquium"
Law ,,547,Entertainment Law Studies
Law ,,548,Legal Analysis
Law ,,549,Islamic Jurisprudence
Law ,,550,The Theory and Practice of Constitutional Interpretation
Law ,,551,Seminar: Philosophy of Punishment
Law ,,553,"Intersectionalities: Theorizing Multiple Discrimination, Identiy and Power"
Law ,,555,Legal Theory Workshop
Law ,,556,Animals in Agriculture and the Law
Law ,,557,Seminar: Contemporary Philosophy of Law
Law ,,558,Political Crimes and Legal Systems
Law ,,559,"Internet Law, Media & Society"
Law ,,560,REGULATION OF THE BUSINESS FIRM
Law ,,561,Perspectives on Law and Lawyering
Law ,,561A,Perspectives on Law and Lawyering
Law ,,561B,Perspectives on Law and Lawyering
Law ,,565,Seminar: Special Topics in American Constitutional History
Law ,,566,Seminar: Law of War & War(s) on Terror
Law ,,568,Law and Psychology of Consumer Contracts
Law ,,569,Academic Legal Writing
Law ,,570,Introduction to United States Law
Law ,,571,National Security and Civil Liberties
Law ,,572A,Seminar: Lawyering Skills Writing Advisor/Lawyering Skills
Law ,,572B,Seminar: Lawyering Skills Writing Advisor/Lawyering Skills
Law ,,573,Designing Real Utopia
Law ,,574,Public Interest Procedure
Law ,,575A,Seminar: Bankrupcty & Commercial Law Empiricism (yearlong)
Law ,,575B,Seminar: Bankrupcty & Commercial Law Empiricism (yearlong)
Law ,,578,Digital Wars
Law ,,579,Empirical Legal Studies: Research & Composition
Law ,,582,Brands: Constructing Identity
Law ,,583,Foreign Relations Law
Law ,,584,Human Rights and Sexual Politics
Law ,,585,Law & Literature
Law ,,586,Special Topics in Critical Race Studies
Law ,,587,Seminar: Asian American Jurisprudence
Law ,,588,Advanced Written Advocacy Workshop
Law ,,589,Strategies for Human Rights Advocacy
Law ,,590,Disruptive Technology
Law ,,591,Seminar: Climate Change
Law ,,592,Sexual Orientation Workshop
Law ,,594,Seminar: Quantitative Methods
Law ,,595,Seminar: Law & Popular Culture
Law ,,596,International Exchange Program
Law ,,599,Seminar: SJD Thesis
Law ,,601,Seminar: Non-Monetary Remedies
Law ,,602,Judicial Decision-making: Remedies
Law ,,603,Noncitizens in the Criminal Justice System
Law ,,604,"Accounting, Finance, and the law"
Law ,,605,Regulation of the Securities Market Structure
Law ,,606,Seminar: Mergers & Acquisitions
Law ,,607,Digital Surveillance & the 4th Amendment
Law ,,608,Health Law and Policy
Law ,,609,HOW WOULD YOU CHANGE LEGAL EDUCATION?
Law ,,610,Seminar: Political Theory of the Founders
Law ,,611,Climate Change & Energy Law Colloquium
Law ,,611A,Climate Change and Energy Law (Yearlong)
Law ,,611B,Climate Change and Energy Law
Law ,,612,"Medical Ethics, Reproduction, and the Law"
Law ,,613,The Criminal (in) Justice System
Law ,,614,Global Perspectives on Criminal Procedure
Law ,,615,Ocean and Coastal Law and Policy
Law ,,616,Theories of International Law
Law ,,617,Special Topics in Family Law
Law ,,619,Environmental Justice Law
Law ,,620,Legal Constraints on California's Budget Options
Law ,,621,Market Mechanisms for Environmental Regulation
Law ,,622,Hedge Funds and Private Equity Funds
Law ,,623,Topics in Non-Profit Law
Law ,,624,Seminar: Feminist Legal Philosophy
Law ,,625,Community Lawyering: Low Wage Worker Organizing
Law ,,626,Health Insurance Reform Seminar
Law ,,627,Commodification Law & Public Policy
Law ,,628,Prison Law
Law ,,629,Post-Conviction Law & Policy
Law ,,630,Immigration Law & Crimes
Law ,,631,PLEA BARGAINING
Law ,,632,Seminar: Immigrants' Rights
Law ,,633,International Rule-of-Law Promotion
Law ,,634,Food Law and Policy
Law ,,636,Current Issues in Chinese Law
Law ,,637,Good (Native) Governance
Law ,,638,"Indian Gaming Law, Policy, and Politics"
Law ,,639,Political Asylum
Law ,,640,Higher Education Law and Policy
Law ,,641,Contract Theory
Law ,,642,SEMINAR: PROPERTY THEORY
Law ,,643,SEMINAR: POVERTY AND HUMAN RIGHTS
Law ,,644,Presidential Power
Law ,,645,Seminar: Race Conscious Remedies
Law ,,646,Nonprofit Law Drafting
Law ,,647,Law and Economics of Contracts
Law ,,648,Law and Economics Workshop (1 Semester)
Law ,,648A,Law and Economics Workshop
Law ,,648B,Law and Economics Workshop
Law ,,649,Religious Legal Systems: Jewish Law
Law ,,650,The Art and Science of Rhetoric and Advocacy
Law ,,651,Complex Civil Litigation
Law ,,652,PR Issues in Business Transactions Litigations & Reorganizations
Law ,,653,Advanced Critical Race Theory
Law ,,654,Religious Freedom: Contemporary Free Exercise Issues: Sword or Shield?
Law ,,655,Seminar: Legal Theory: Feminist Legal Theory
Law ,,656,SEMINAR: CRITICAL RACE THEORY
Law ,,657,International Criminal Court
Law ,,658,International & Comparative Women's Human Rights
Law ,,659,Comparative Corporate Law
Law ,,660,Cities in Distress
Law ,,661,Latinos and the Law
Law ,,662A,Advanced Copyright: Garcia v
Law ,,662B,Advanced Copyright: Garcia v
Law ,,663,Transnational CRT: Racialization and Resistance Around the Globe
Law ,,664,California Prison to Parole
Law ,,665,How Should We Fix the U.S
Law ,,667,Voting Rights
Law ,,668,"8th Amendment, Cruel & Unusual Punishment"
Law ,,669,Law and Psychology: Wrongful Convictions
Law ,,670,Sociology of Law
Law ,,671,Comparative Education: Law and Policy
Law ,,672,HIV/AIDS Law and Public Policy
Law ,,673,"Race, Law, and Representation"
Law ,,674,The Trafficking in Human Beings: Law and Policy
Law ,,675,HIV/AIDS Law and Public Policy
Law ,,676,"Reentry, Work and Race"
Law ,,677,"Muslims, Race and Law"
Law ,,678,Comparative Counterrorism Law and Policy
Law ,,679,SEMINAR: SUSTAINABLE AGRICULTURE LAW
Law ,,680A,"Workshop in Law, Science, and Evidence"
Law ,,680B,"Workshop in Law, Science, and Evidence"
Law ,,681,What Drives Innovation
Law ,,682,Legal Ethics in Practice
Law ,,683,News Media Law in the Digital Age
Law ,,684,Ethics of Criminal Justice
Law ,,686,Human Rights and Animal Rights
Law ,,687,Authority and Human Rights
Law ,,688,"Hidden Architecture of Legal Rules, Issues, and Arguments"
Law ,,689,Future Law
Law ,,690,"Race, Social Psychology, And The Legal Process"
Law ,,691,Global Justice
Law ,,692,Water Law
Law ,,693,"Companies, Food Systems and Public Health"
Law ,,694,Disaster Law and Climate Risks
Law ,,695,Antitrust Analysis: Case Studies From Recent Mergers
Law ,,696,International Exchange Program
Law ,,697,Gun Control
Law ,,698,"Privacy: Anonymity, Responsibility, Legal Risk"
Law ,,699,Seminar: SJD Thesis
Law ,,700,Pretrial Civil Litigation
Law ,,701,9th Circuit Appellate Advocacy
Law ,,701A,9th Circuit Appellate Adcocacy
Law ,,701B,9th Circuit Appellate Advocacy
Law ,,702,Depositions & Discovery Clinic
Law ,,704A,IP Clinic: Counseling Emerging Technologies & Enterprises
Law ,,704B,IP Clinic: Counseling Emerging Technologies & Enterprises
Law ,,705,Cappello Trial Advocacy Clinic: Simulated Civil Trial Advocacy
Law ,,706,Public Policy Advocacy
Law ,,707,Mediation Clinic
Law ,,708,Civil Rights and Policy Accountability Clinic
Law ,,709,Negotiation Theory & Practice
Law ,,710A,Yearlong Trial Advocacy
Law ,,710B,Yearlong Trial Advocacy
Law ,,711,PRETRIAL CRIMINAL LITIGATION
Law ,,712,Street Law: U.S
Law ,,713,Interviewing and Counseling: HIV Clinic
Law ,,714,Renegotiating Business Deals
Law ,,715,Criminal Defense Clinic
Law ,,717,International Human Rights Clinic
Law ,,717B,International Justice Clinic
Law ,,719,Environmental Law Clinic
Law ,,720,Criminal Trial Advocacy
Law ,,721,Real Estate Clinic
Law ,,721B,Real Estate Law Clinic
Law ,,723,Fact Investigation Clinic
Law ,,724,1st Amendment Amicus Brief Clinic
Law ,,725,Supreme Court Clinic
Law ,,726,Appellate Advocacy: Practice and Procedure
Law ,,727,Supreme Court Simulation
Law ,,728,Tribal Legal Development Clinic
Law ,,729,Tribal Appellate Court Clinic
Law ,,730,Veterans' Benefits Legal Clinic
Law ,,731,Community Lawyering in Education
Law ,,735,Asylum Clinic
Law ,,736,Medical-Legal Partnership Clinic
Law ,,737,Internal Corporate Investigations
Law ,,738,California Environmental Legislation and Policy Clinic
Law ,,739,Community Economic Development
Law ,,740,Bankruptcy Transactional Clinic: Negotiating & Confirming Chapter 11 Plans
Law ,,741,Environmental Aspects of Business Transactions
Law ,,742,Regulatory Lawyering
Law ,,743,Corporate In-House Clinic
Law ,,744,Mergers and Acquisition Transactions
Law ,,745,Secured Financing Transactions
Law ,,748A,Human Rights & International Criminal Law On-line Forum
Law ,,748B,Human Rights & International Criminal Law On-line Forum
Law ,,750,Youth and Justice Clinic
Law ,,751,Transactional Foundational Skills
Law ,,752,Housing and sustainability Transactions Clinic
Law ,,753,International Business Negotiations
Law ,,754,Criminal Justic Reform Clinic
Law ,,755,Workers' Rights Clinic
Law ,,756,WORKERS' RIGHTS LITIGATION CLINIC
Law ,,757,Insurance for Litigators
Law ,,758,SOCIAL ENTERPRISE CLINIC
Law ,,759,Transaction Skills: Lifecycle of a Business
Law ,,760A,Patent Clinic
Law ,,760B,Patent Clinic
Law ,,761,Strategizing Secured Transactions
Law ,,762,Appellate Advocacy: Moot Court Competition
Law ,,763,Contact Drafting
Law ,,764,Intramural Transactional LawMeet
Law ,,765,Trademark Clinic
Law ,,767,Music Industry Clinic
Law ,,768,Sports Law Simulation
Law ,,769,Documentary Film Legal Clinic
Law ,,770,Intensive Vior Dire Clinic
Law ,,771,Sentencing Advocacy Workshop
Law ,,772,"Workers, Law, and Organizing Clinic"
Law ,,773,Immigrants' Rights Policy Clinic
Law ,,774,Advanced Oral Argumentation Workshop
Law ,,775,Food Law and Policy Clinic
Law ,,776,Copyright Amicus Brief Legal Clinic
Law ,,778,Dog Adjudication Clinic
Law ,,779,Mergers and Acquisitions Due Diligence
Law ,,780,Tax Practice
Law ,,781,State Appellate Practice
Law ,,782,International Commercial Arbitration: Simulated Arbitration Practice
Law ,,783,Family Law Practice: A non-Litigation Approach
Law ,,785,Introduction to Negotiation
Law ,,787,Real Property Practice Simulation for Foreign Lawyers
Law ,,789,Advanced Criminal Trial Advocacy
Law ,,790,Evidence Objections and Arguments
Law ,,792,Immigrant Family Legal Clinic
Law ,,793,Human Rights in Action: Collaborative Grassroots Lawyering in Honduras
Law ,,794,Human Rights Litigation Clinic
Law ,,795,Using Real World Jury Trials to Master Trial Techniques
Law ,,798,Trial Practice
Law ,,799,Advanced Clinic
Law ,,801,Part-Time Externship
Law ,,803A,Master of Legal Studies Internship
Law ,,803B,Master of Legal Studies Internship
Law ,,805,Part-Time Externship Seminar: Criminal
Law ,,806,Part-Time Externship Seminar: Judicial
Law ,,807,Part-Time Externship Seminar: Public Interest
Law ,,808,Part-Time Externship Seminar: Government/Civil
Law ,,809,Part-Time Externsip Seminar: Transactional/Entertainment/Coprporate
Law ,,810,Practicum
Law ,,811,Practicum
Law ,,812,Part-Time Externship Seminar: Disability Rights/Advocacy
